mes,grupo,tipo,kg,retornable,coste_eur
2024-03-01,C,carton_salida,35112.7,False,27387.92
2024-03-01,C,film_plastico,22360.0,False,32422.07
2024-03-01,C,palet_madera,23621.5,False,8031.32
2024-03-01,C,relleno_plastico,13525.1,False,25697.78
2024-03-01,D,carton_entrada,39273.1,False,24349.35
2024-03-01,D,carton_salida,23116.3,False,18030.72
2024-03-01,D,film_plastico,16084.1,False,23321.91
2024-03-01,D,palet_madera,16213.9,False,5512.74
2024-03-01,D,relleno_plastico,8198.1,False,15576.37
2024-03-01,E,carton_entrada,32118.9,False,19913.73
2024-03-01,E,carton_salida,20601.4,False,16069.07
2024-03-01,E,film_plastico,12208.6,False,17702.5
2024-03-01,E,palet_madera,12719.3,False,4324.58
2024-03-01,E,relleno_plastico,6651.1,False,12637.14
2024-04-01,A,carton_entrada,120848.4,False,74926.01
2024-04-01,A,carton_salida,68801.7,False,53665.32
2024-04-01,A,film_plastico,43429.3,False,62972.45
2024-04-01,A,palet_madera,45114.5,False,15338.94
2024-04-01,A,relleno_plastico,26144.2,False,49674.02
2024-04-01,B,carton_entrada,87006.2,False,53943.84
2024-04-01,B,carton_salida,41947.0,False,32718.66
2024-04-01,B,film_plastico,31176.9,False,45206.52
2024-04-01,B,palet_madera,33889.4,False,11522.41
2024-04-01,B,relleno_plastico,17792.5,False,33805.81
2024-04-01,C,carton_entrada,59948.8,False,37168.24
2024-04-01,C,carton_salida,35363.9,False,27583.86
2024-04-01,C,film_plastico,22545.8,False,32691.43
2024-04-01,C,palet_madera,28139.1,False,9567.3
2024-04-01,C,relleno_plastico,13032.9,False,24762.49
2024-04-01,D,carton_entrada,36892.6,False,22873.38
2024-04-01,D,carton_salida,22452.5,False,17512.91
2024-04-01,D,film_plastico,13896.1,False,20149.41
2024-04-01,D,palet_madera,15710.3,False,5341.49
2024-04-01,D,relleno_plastico,8907.3,False,16923.96
2024-04-01,E,carton_entrada,35539.0,False,22034.21
2024-04-01,E,carton_salida,18808.9,False,14670.94
2024-04-01,E,film_plastico,11204.5,False,16246.58
2024-04-01,E,palet_madera,12768.2,False,4341.2
2024-04-01,E,relleno_plastico,7114.5,False,13517.61
2024-05-01,A,carton_entrada,136177.2,False,84429.88
2024-05-01,A,carton_salida,71070.6,False,55435.05
2024-05-01,A,film_plastico,47358.2,False,68669.37
2024-05-01,A,palet_madera,50520.9,False,17177.1
2024-05-01,A,relleno_plastico,24648.7,False,46832.47
2024-05-01,B,carton_entrada,94280.9,False,58454.13
2024-05-01,B,carton_salida,46105.6,False,35962.36
2024-05-01,B,film_plastico,31895.1,False,46247.93
2024-05-01,B,palet_madera,34300.8,False,11662.27
2024-05-01,B,relleno_plastico,17185.4,False,32652.35
2024-05-01,C,carton_entrada,61618.7,False,38203.58
2024-05-01,C,carton_salida,32071.1,False,25015.45
2024-05-01,C,film_plastico,21475.1,False,31138.97
2024-05-01,C,palet_madera,23808.4,False,8094.87
2024-05-01,C,relleno_plastico,14022.2,False,26642.18
2024-05-01,D,carton_entrada,39939.2,False,24762.28
2024-05-01,D,carton_salida,23639.1,False,18438.5
2024-05-01,D,film_plastico,14740.1,False,21373.09
2024-05-01,D,palet_madera,16168.4,False,5497.26
2024-05-01,D,relleno_plastico,8561.4,False,16266.75
2024-05-01,E,carton_entrada,32351.5,False,20057.94
2024-05-01,E,carton_salida,21009.4,False,16387.31
2024-05-01,E,film_plastico,12016.5,False,17423.97
2024-05-01,E,palet_madera,12796.8,False,4350.93
2024-05-01,E,relleno_plastico,8197.7,False,15575.54
2024-06-01,A,carton_entrada,121400.4,False,75268.23
2024-06-01,A,carton_salida,68256.7,False,53240.2
2024-06-01,A,film_plastico,49825.1,False,72246.34
2024-06-01,A,palet_madera,48831.7,False,16602.79
2024-06-01,A,relleno_plastico,27075.6,False,51443.65
2024-06-01,B,carton_entrada,92493.6,False,57346.02
2024-06-01,B,carton_salida,43971.9,False,34298.11
2024-06-01,B,film_plastico,28808.6,False,41772.45
2024-06-01,B,palet_madera,36458.1,False,12395.74
2024-06-01,B,relleno_plastico,17380.4,False,33022.68
2024-06-01,C,carton_entrada,59359.2,False,36802.7
2024-06-01,C,carton_salida,33478.4,False,26113.14
2024-06-01,C,film_plastico,24118.4,False,34971.71
2024-06-01,C,palet_madera,22791.8,False,7749.21
2024-06-01,C,relleno_plastico,14231.9,False,27040.6
2024-06-01,D,carton_entrada,43386.9,False,26899.86
2024-06-01,D,carton_salida,23937.9,False,18671.54
2024-06-01,D,film_plastico,15753.4,False,22842.47
2024-06-01,D,palet_madera,16944.6,False,5761.17
2024-06-01,D,relleno_plastico,9646.4,False,18328.09
2024-06-01,E,carton_entrada,32897.5,False,20396.44
2024-06-01,E,carton_salida,20114.0,False,15688.89
2024-06-01,E,film_plastico,13976.3,False,20265.67
2024-06-01,E,palet_madera,14119.7,False,4800.7
2024-06-01,E,relleno_plastico,7890.0,False,14990.99
2024-07-01,A,carton_entrada,153537.2,False,95193.06
2024-07-01,A,carton_salida,76988.9,False,60051.33
2024-07-01,A,film_plastico,51454.9,False,74609.63
2024-07-01,A,palet_madera,56098.4,False,19073.47
2024-07-01,A,relleno_plastico,28314.4,False,53797.43
2024-07-01,B,carton_entrada,116207.5,False,72048.64
2024-07-01,B,carton_salida,53201.1,False,41496.89
2024-07-01,B,film_plastico,39833.2,False,57758.12
2024-07-01,B,palet_madera,44325.9,False,15070.81
2024-07-01,B,relleno_plastico,22118.2,False,42024.54
2024-07-01,C,carton_entrada,87631.3,False,54331.39
2024-07-01,C,carton_salida,52797.3,False,41181.86
2024-07-01,C,film_plastico,33409.0,False,48443.06
2024-07-01,C,palet_madera,36473.0,False,12400.82
2024-07-01,C,relleno_plastico,19414.2,False,36886.93
2024-07-01,D,carton_entrada,55785.1,False,34586.79
2024-07-01,D,carton_salida,32748.1,False,25543.48
2024-07-01,D,film_plastico,19984.1,False,28976.88
2024-07-01,D,palet_madera,23295.8,False,7920.57
2024-07-01,D,relleno_plastico,11635.9,False,22108.19
2024-07-01,E,carton_entrada,38840.7,False,24081.22
2024-07-01,E,carton_salida,22383.5,False,17459.15
2024-07-01,E,film_plastico,15130.0,False,21938.5
2024-07-01,E,palet_madera,15690.2,False,5334.66
2024-07-01,E,relleno_plastico,8930.6,False,16968.13
2024-08-01,A,carton_entrada,114072.6,False,70725.02
2024-08-01,A,carton_salida,62822.1,False,49001.22
2024-08-01,A,film_plastico,41025.9,False,59487.54
2024-08-01,A,palet_madera,42432.4,False,14427.0
2024-08-01,A,relleno_plastico,24086.3,False,45763.9
2024-08-01,B,carton_entrada,83244.2,False,51611.4
2024-08-01,B,carton_salida,45605.0,False,35571.89
2024-08-01,B,film_plastico,30978.5,False,44918.83
2024-08-01,B,palet_madera,35430.7,False,12046.44
2024-08-01,B,relleno_plastico,17965.9,False,34135.19
2024-08-01,C,carton_entrada,64565.4,False,40030.55
2024-08-01,C,carton_salida,38795.6,False,30260.57
2024-08-01,C,film_plastico,27762.2,False,40255.25
2024-08-01,C,palet_madera,24580.3,False,8357.31
2024-08-01,C,relleno_plastico,14736.9,False,28000.13
2024-08-01,D,carton_entrada,46225.2,False,28659.62
2024-08-01,D,carton_salida,26533.9,False,20696.42
2024-08-01,D,film_plastico,15810.7,False,22925.59
2024-08-01,D,palet_madera,17242.4,False,5862.43
2024-08-01,D,relleno_plastico,10233.2,False,19443.14
2024-08-01,E,carton_entrada,27226.5,False,16880.4
2024-08-01,E,carton_salida,19157.0,False,14942.49
2024-08-01,E,film_plastico,10571.7,False,15328.9
2024-08-01,E,palet_madera,13407.4,False,4558.5
2024-08-01,E,relleno_plastico,6867.9,False,13048.95
2024-09-01,A,carton_entrada,133350.5,False,82677.28
2024-09-01,A,carton_salida,67975.1,False,53020.56
2024-09-01,A,film_plastico,48542.3,False,70386.28
2024-09-01,A,palet_madera,52650.4,False,17901.15
2024-09-01,A,relleno_plastico,23315.6,False,44299.73
2024-09-01,B,carton_entrada,92399.4,False,57287.65
2024-09-01,B,carton_salida,47068.6,False,36713.49
2024-09-01,B,film_plastico,33467.3,False,48527.64
2024-09-01,B,palet_madera,32361.3,False,11002.84
2024-09-01,B,relleno_plastico,17160.3,False,32604.6
2024-09-01,C,carton_entrada,67730.7,False,41993.04
2024-09-01,C,carton_salida,36683.8,False,28613.39
2024-09-01,C,film_plastico,21780.6,False,31581.8
2024-09-01,C,palet_madera,25316.9,False,8607.73
2024-09-01,C,relleno_plastico,13421.6,False,25500.99
2024-09-01,D,carton_entrada,44114.1,False,27350.77
2024-09-01,D,carton_salida,23955.5,False,18685.26
2024-09-01,D,film_plastico,15056.4,False,21831.73
2024-09-01,D,palet_madera,16790.9,False,5708.89
2024-09-01,D,relleno_plastico,9542.1,False,18130.03
2024-09-01,E,carton_entrada,37261.3,False,23102.02
2024-09-01,E,carton_salida,21049.9,False,16418.89
2024-09-01,E,film_plastico,13061.6,False,18939.29
2024-09-01,E,palet_madera,14987.9,False,5095.89
2024-09-01,E,relleno_plastico,7892.3,False,14995.42
2024-10-01,A,carton_entrada,122851.6,False,76168.01
2024-10-01,A,carton_salida,67276.3,False,52475.49
2024-10-01,A,film_plastico,44731.2,False,64860.22
2024-10-01,A,palet_madera,53297.5,False,18121.15
2024-10-01,A,relleno_plastico,25707.1,False,48843.57
2024-10-01,B,carton_entrada,87961.2,False,54535.97
2024-10-01,B,carton_salida,45284.2,False,35321.68
2024-10-01,B,film_plastico,32290.2,False,46820.84
2024-10-01,B,palet_madera,36276.3,False,12333.95
2024-10-01,B,relleno_plastico,17866.6,False,33946.48
2024-10-01,C,carton_entrada,64057.4,False,39715.6
2024-10-01,C,carton_salida,35866.6,False,27975.97
2024-10-01,C,film_plastico,22385.4,False,32458.86
2024-10-01,C,palet_madera,24890.1,False,8462.62
2024-10-01,C,relleno_plastico,13905.9,False,26421.15
2024-10-01,D,carton_entrada,38402.1,False,23809.28
2024-10-01,D,carton_salida,25142.8,False,19611.39
2024-10-01,D,film_plastico,15277.5,False,22152.4
2024-10-01,D,palet_madera,16095.7,False,5472.54
2024-10-01,D,relleno_plastico,8644.8,False,16425.08
2024-10-01,E,carton_entrada,33503.9,False,20772.44
2024-10-01,E,carton_salida,18097.5,False,14116.05
2024-10-01,E,film_plastico,13165.8,False,19090.38
2024-10-01,E,palet_madera,13373.4,False,4546.97
2024-10-01,E,relleno_plastico,7501.5,False,14252.93
2024-11-01,A,carton_entrada,146890.8,False,91072.29
2024-11-01,A,carton_salida,77880.6,False,60746.88
2024-11-01,A,film_plastico,52398.7,False,75978.12
2024-11-01,A,palet_madera,55183.5,False,18762.4
2024-11-01,A,relleno_plastico,30291.6,False,57554.07
2024-11-01,B,carton_entrada,99841.4,False,61901.65
2024-11-01,B,carton_salida,58491.5,False,45623.37
2024-11-01,B,film_plastico,39118.5,False,56721.84
2024-11-01,B,palet_madera,41949.6,False,14262.85
2024-11-01,B,relleno_plastico,20800.2,False,39520.32
2024-11-01,C,carton_entrada,73672.9,False,45677.2
2024-11-01,C,carton_salida,39349.8,False,30692.81
2024-11-01,C,film_plastico,25068.6,False,36349.41
2024-11-01,C,palet_madera,28214.1,False,9592.79
2024-11-01,C,relleno_plastico,14481.1,False,27514.16
2024-11-01,D,carton_entrada,49499.9,False,30689.92
2024-11-01,D,carton_salida,26738.7,False,20856.22
2024-11-01,D,film_plastico,18774.9,False,27223.55
2024-11-01,D,palet_madera,18681.9,False,6351.83
2024-11-01,D,relleno_plastico,10820.5,False,20559.0
2024-11-01,E,carton_entrada,39446.1,False,24456.58
2024-11-01,E,carton_salida,21645.7,False,16883.63
2024-11-01,E,film_plastico,14692.9,False,21304.73
2024-11-01,E,palet_madera,14869.3,False,5055.58
2024-11-01,E,relleno_plastico,8596.6,False,16333.58
2024-12-01,A,carton_entrada,196450.6,False,121799.4
2024-12-01,A,carton_salida,101224.6,False,78955.23
2024-12-01,A,film_plastico,69616.0,False,100943.17
2024-12-01,A,palet_madera,82120.6,False,27921.0
2024-12-01,A,relleno_plastico,42774.0,False,81270.6
2024-12-01,B,carton_entrada,143018.3,False,88671.34
2024-12-01,B,carton_salida,72066.6,False,56211.97
2024-12-01,B,film_plastico,49058.2,False,71134.34
2024-12-01,B,palet_madera,53599.5,False,18223.82
2024-12-01,B,relleno_plastico,26951.9,False,51208.55
2024-12-01,C,carton_entrada,88012.7,False,54567.85
2024-12-01,C,carton_salida,53316.1,False,41586.52
2024-12-01,C,film_plastico,30895.8,False,44798.89
2024-12-01,C,palet_madera,36511.6,False,12413.93
2024-12-01,C,relleno_plastico,20429.2,False,38815.39
2024-12-01,D,carton_entrada,66754.9,False,41388.04
2024-12-01,D,carton_salida,35799.7,False,27923.75
2024-12-01,D,film_plastico,25288.7,False,36668.55
2024-12-01,D,palet_madera,27601.3,False,9384.46
2024-12-01,D,relleno_plastico,14795.0,False,28110.59
2024-12-01,E,carton_entrada,50031.6,False,31019.61
2024-12-01,E,carton_salida,26386.1,False,20581.14
2024-12-01,E,film_plastico,19135.4,False,27746.29
2024-12-01,E,palet_madera,23369.3,False,7945.58
2024-12-01,E,relleno_plastico,11283.7,False,21439.11
2025-01-01,A,carton_entrada,119919.1,False,74349.83
2025-01-01,A,carton_salida,67130.4,False,52361.73
2025-01-01,A,film_plastico,39682.1,False,57539.05
2025-01-01,A,palet_madera,47992.9,False,16317.57
2025-01-01,A,relleno_plastico,25195.2,False,47870.93
2025-01-01,B,carton_entrada,83984.5,False,52070.4
2025-01-01,B,carton_salida,46063.8,False,35929.79
2025-01-01,B,film_plastico,30838.2,False,44715.38
2025-01-01,B,palet_madera,33295.3,False,11320.41
2025-01-01,B,relleno_plastico,17693.2,False,33617.09
2025-01-01,C,carton_entrada,55623.1,False,34486.35
2025-01-01,C,carton_salida,33691.4,False,26279.29
2025-01-01,C,film_plastico,20764.7,False,30108.87
2025-01-01,C,palet_madera,23853.5,False,8110.18
2025-01-01,C,relleno_plastico,12022.1,False,22841.9
2025-01-01,D,carton_entrada,38842.9,False,24082.62
2025-01-01,D,carton_salida,22530.3,False,17573.62
2025-01-01,D,film_plastico,13936.2,False,20207.42
2025-01-01,D,palet_madera,14031.4,False,4770.68
2025-01-01,D,relleno_plastico,8377.3,False,15916.92
2025-01-01,E,carton_entrada,31713.1,False,19662.1
2025-01-01,E,carton_salida,16619.6,False,12963.3
2025-01-01,E,film_plastico,11667.7,False,16918.19
2025-01-01,E,palet_madera,12177.7,False,4140.43
2025-01-01,E,relleno_plastico,6145.6,False,11676.59
2025-02-01,A,carton_entrada,113024.6,False,70075.28
2025-02-01,A,carton_salida,58684.3,False,45773.78
2025-02-01,A,film_plastico,38727.5,False,56154.87
2025-02-01,A,palet_madera,43783.0,False,14886.22
2025-02-01,A,relleno_plastico,21927.0,False,41661.27
2025-02-01,B,carton_entrada,69000.2,False,42780.13
2025-02-01,B,carton_salida,34625.6,False,27008.0
2025-02-01,B,film_plastico,24393.9,False,35371.11
2025-02-01,B,palet_madera,29040.1,False,9873.64
2025-02-01,B,relleno_plastico,12855.1,False,24424.66
2025-02-01,C,carton_entrada,47253.2,False,29296.99
2025-02-01,C,carton_salida,28478.0,False,22212.83
2025-02-01,C,film_plastico,18159.9,False,26331.88
2025-02-01,C,palet_madera,18409.2,False,6259.12
2025-02-01,C,relleno_plastico,10804.8,False,20529.1
2025-02-01,D,carton_entrada,28973.9,False,17963.82
2025-02-01,D,carton_salida,18118.1,False,14132.09
2025-02-01,D,film_plastico,12755.7,False,18495.75
2025-02-01,D,palet_madera,11415.6,False,3881.31
2025-02-01,D,relleno_plastico,7127.4,False,13541.99
2025-02-01,E,carton_entrada,27431.7,False,17007.68
2025-02-01,E,carton_salida,16010.7,False,12488.34
2025-02-01,E,film_plastico,10810.6,False,15675.33
2025-02-01,E,palet_madera,10970.5,False,3729.98
2025-02-01,E,relleno_plastico,6409.0,False,12177.14
2025-03-01,A,carton_entrada,120115.3,False,74471.47
2025-03-01,A,carton_salida,74579.9,False,58172.3
2025-03-01,A,film_plastico,44401.7,False,64382.39
2025-03-01,A,palet_madera,48437.7,False,16468.8
2025-03-01,A,relleno_plastico,26497.3,False,50344.82
2025-03-01,B,carton_entrada,88077.2,False,54607.85
2025-03-01,B,carton_salida,46400.1,False,36192.07
2025-03-01,B,film_plastico,31572.6,False,45780.27
2025-03-01,B,palet_madera,33576.6,False,11416.04
2025-03-01,B,relleno_plastico,16364.1,False,31091.7
2025-03-01,C,carton_entrada,62132.4,False,38522.11
2025-03-01,C,carton_salida,35023.8,False,27318.53
2025-03-01,C,film_plastico,23992.0,False,34788.45
2025-03-01,C,palet_madera,25250.2,False,8585.07
2025-03-01,C,relleno_plastico,13183.9,False,25049.32
2025-03-01,D,carton_entrada,43087.9,False,26714.49
2025-03-01,D,carton_salida,24662.0,False,19236.38
2025-03-01,D,film_plastico,14422.4,False,20912.54
2025-03-01,D,palet_madera,15447.8,False,5252.27
2025-03-01,D,relleno_plastico,8464.4,False,16082.36
2025-03-01,E,carton_entrada,32184.2,False,19954.19
2025-03-01,E,carton_salida,20465.5,False,15963.08
2025-03-01,E,film_plastico,13048.4,False,18920.12
2025-03-01,E,palet_madera,14108.6,False,4796.93
2025-03-01,E,relleno_plastico,6968.3,False,13239.7
2025-04-01,A,carton_entrada,132049.6,False,81870.76
2025-04-01,A,carton_salida,72602.1,False,56629.62
2025-04-01,A,film_plastico,49246.3,False,71407.18
2025-04-01,A,palet_madera,50920.4,False,17312.92
2025-04-01,A,relleno_plastico,27607.3,False,52453.82
2025-04-01,B,carton_entrada,92191.6,False,57158.79
2025-04-01,B,carton_salida,46136.4,False,35986.36
2025-04-01,B,film_plastico,31153.7,False,45172.92
2025-04-01,B,palet_madera,37044.5,False,12595.14
2025-04-01,B,relleno_plastico,16656.5,False,31647.41
2025-04-01,C,carton_entrada,60437.2,False,37471.04
2025-04-01,C,carton_salida,36303.3,False,28316.57
2025-04-01,C,film_plastico,22295.1,False,32327.89
2025-04-01,C,palet_madera,23839.9,False,8105.55
2025-04-01,C,relleno_plastico,13964.6,False,26532.68
2025-04-01,D,carton_entrada,44004.0,False,27282.5
2025-04-01,D,carton_salida,25825.5,False,20143.89
2025-04-01,D,film_plastico,14238.6,False,20645.95
2025-04-01,D,palet_madera,16950.1,False,5763.03
2025-04-01,D,relleno_plastico,8988.0,False,17077.2
2025-04-01,E,carton_entrada,34869.5,False,21619.07
2025-04-01,E,carton_salida,20868.1,False,16277.08
2025-04-01,E,film_plastico,13499.5,False,19574.3
2025-04-01,E,palet_madera,14223.2,False,4835.88
2025-04-01,E,relleno_plastico,7182.4,False,13646.53
2025-05-01,A,carton_entrada,128123.2,False,79436.37
2025-05-01,A,carton_salida,75269.6,False,58710.31
2025-05-01,A,film_plastico,48178.5,False,69858.81
2025-05-01,A,palet_madera,50763.7,False,17259.64
2025-05-01,A,relleno_plastico,26294.3,False,49959.1
2025-05-01,B,carton_entrada,98459.2,False,61044.68
2025-05-01,B,carton_salida,51008.7,False,39786.76
2025-05-01,B,film_plastico,34794.9,False,50452.56
2025-05-01,B,palet_madera,34458.9,False,11716.02
2025-05-01,B,relleno_plastico,17860.1,False,33934.16
2025-05-01,C,carton_entrada,64894.6,False,40234.65
2025-05-01,C,carton_salida,38780.0,False,30248.4
2025-05-01,C,film_plastico,24954.5,False,36184.02
2025-05-01,C,palet_madera,24902.4,False,8466.8
2025-05-01,C,relleno_plastico,13570.2,False,25783.46
2025-05-01,D,carton_entrada,44141.8,False,27367.89
2025-05-01,D,carton_salida,25852.3,False,20164.78
2025-05-01,D,film_plastico,16062.5,False,23290.55
2025-05-01,D,palet_madera,15516.5,False,5275.6
2025-05-01,D,relleno_plastico,9443.8,False,17943.24
2025-05-01,E,carton_entrada,35364.4,False,21925.9
2025-05-01,E,carton_salida,20294.1,False,15829.39
2025-05-01,E,film_plastico,13439.1,False,19486.64
2025-05-01,E,palet_madera,14354.8,False,4880.62
2025-05-01,E,relleno_plastico,7060.8,False,13415.57
2025-06-01,A,carton_entrada,139727.0,False,86630.75
2025-06-01,A,carton_salida,72750.4,False,56745.32
2025-06-01,A,film_plastico,50377.6,False,73047.52
2025-06-01,A,palet_madera,50201.8,False,17068.62
2025-06-01,A,relleno_plastico,27179.6,False,51641.16
2025-06-01,B,carton_entrada,88407.1,False,54812.38
2025-06-01,B,carton_salida,46802.9,False,36506.28
2025-06-01,B,film_plastico,35276.5,False,51150.87
2025-06-01,B,palet_madera,37786.7,False,12847.46
2025-06-01,B,relleno_plastico,19937.8,False,37881.83
2025-06-01,C,carton_entrada,57492.5,False,35645.32
2025-06-01,C,carton_salida,33006.6,False,25745.13
2025-06-01,C,film_plastico,20812.7,False,30178.35
2025-06-01,C,palet_madera,24243.6,False,8242.82
2025-06-01,C,relleno_plastico,14564.6,False,27672.65
2025-06-01,D,carton_entrada,39474.2,False,24473.99
2025-06-01,D,carton_salida,23147.3,False,18054.89
2025-06-01,D,film_plastico,15228.9,False,22081.95
2025-06-01,D,palet_madera,16160.7,False,5494.64
2025-06-01,D,relleno_plastico,9790.2,False,18601.3
2025-06-01,E,carton_entrada,36581.4,False,22680.49
2025-06-01,E,carton_salida,20424.4,False,15931.03
2025-06-01,E,film_plastico,12046.5,False,17467.36
2025-06-01,E,palet_madera,14250.7,False,4845.23
2025-06-01,E,relleno_plastico,7883.1,False,14977.97
2025-07-01,A,carton_entrada,149934.7,False,92959.54
2025-07-01,A,carton_salida,89952.4,False,70162.9
2025-07-01,A,film_plastico,53612.4,False,77738.01
2025-07-01,A,palet_madera,54690.4,False,18594.73
2025-07-01,A,relleno_plastico,31532.3,False,59911.32
2025-07-01,B,carton_entrada,120204.9,False,74527.04
2025-07-01,B,carton_salida,55288.5,False,43125.06
2025-07-01,B,film_plastico,42550.4,False,61698.13
2025-07-01,B,palet_madera,49586.9,False,16859.55
2025-07-01,B,relleno_plastico,21125.9,False,40139.25
2025-07-01,C,carton_entrada,84410.9,False,52334.78
2025-07-01,C,carton_salida,50132.4,False,39103.28
2025-07-01,C,film_plastico,31286.8,False,45365.88
2025-07-01,C,palet_madera,34891.6,False,11863.16
2025-07-01,C,relleno_plastico,18606.9,False,35353.11
2025-07-01,D,carton_entrada,57451.9,False,35620.19
2025-07-01,D,carton_salida,31229.5,False,24359.04
2025-07-01,D,film_plastico,20121.6,False,29176.26
2025-07-01,D,palet_madera,22575.9,False,7675.8
2025-07-01,D,relleno_plastico,11945.5,False,22696.38
2025-07-01,E,carton_entrada,43017.0,False,26670.54
2025-07-01,E,carton_salida,24837.2,False,19373.0
2025-07-01,E,film_plastico,16645.0,False,24135.25
2025-07-01,E,palet_madera,18473.4,False,6280.97
2025-07-01,E,relleno_plastico,9405.8,False,17870.98
2025-08-01,A,carton_entrada,109335.4,False,67787.95
2025-08-01,A,carton_salida,66191.8,False,51629.61
2025-08-01,A,film_plastico,47171.8,False,68399.18
2025-08-01,A,palet_madera,46319.9,False,15748.75
2025-08-01,A,relleno_plastico,24063.3,False,45720.28
2025-08-01,B,carton_entrada,83899.9,False,52017.95
2025-08-01,B,carton_salida,49181.1,False,38361.24
2025-08-01,B,film_plastico,31331.7,False,45430.89
2025-08-01,B,palet_madera,35858.8,False,12191.99
2025-08-01,B,relleno_plastico,18774.8,False,35672.15
2025-08-01,C,carton_entrada,63422.0,False,39321.65
2025-08-01,C,carton_salida,36689.9,False,28618.11
2025-08-01,C,film_plastico,23521.2,False,34105.8
2025-08-01,C,palet_madera,25038.0,False,8512.93
2025-08-01,C,relleno_plastico,14929.8,False,28366.57
2025-08-01,D,carton_entrada,46397.2,False,28766.24
2025-08-01,D,carton_salida,28721.4,False,22402.72
2025-08-01,D,film_plastico,17015.2,False,24672.01
2025-08-01,D,palet_madera,17974.8,False,6111.44
2025-08-01,D,relleno_plastico,9057.8,False,17209.87
2025-08-01,E,carton_entrada,35561.3,False,22047.99
2025-08-01,E,carton_salida,20718.9,False,16160.73
2025-08-01,E,film_plastico,11051.6,False,16024.85
2025-08-01,E,palet_madera,14531.8,False,4940.82
2025-08-01,E,relleno_plastico,7281.3,False,13834.41
2025-09-01,A,carton_entrada,131375.7,False,81452.93
2025-09-01,A,carton_salida,73306.9,False,57179.41
2025-09-01,A,film_plastico,49940.8,False,72414.13
2025-09-01,A,palet_madera,48717.7,False,16564.02
2025-09-01,A,relleno_plastico,27315.2,False,51898.86
